,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
3977,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,47,0,1448,29,3,2,55,3,3,4,13060,14720,4,18,3,4,2,11,5,4,5,3,3,4
3978,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,0,1221,7,3,3,96,3,2,1,6759,24795,4,11,3,1,3,16,4,3,4,4,4,4
3979,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,36,1,1107,9,4,1,52,3,1,2,3311,3072,1,5,3,3,0,3,1,3,4,4,4,4
3980,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,218,8,1,4,55,2,3,2,16950,25178,2,11,3,3,1,17,6,3,11,10,6,10
3981,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30,0,866,5,3,4,84,3,2,1,11783,23490,0,18,3,4,0,7,5,3,7,6,3,5
3982,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,46,0,981,5,3,3,90,2,1,3,4110,7973,3,14,3,4,0,8,6,3,7,4,2,5
3983,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55,0,447,2,3,4,39,4,4,2,20821,19764,4,12,3,2,0,36,3,2,11,10,10,10
3984,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,51,0,1495,5,4,1,96,3,2,3,8643,21534,2,14,3,2,1,21,1,2,5,4,3,4
3985,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,42,0,896,2,3,3,68,3,1,3,3047,8045,2,14,3,3,1,9,4,4,5,3,3,4
3986,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,46,0,1467,20,3,4,49,3,1,2,4367,21158,1,13,3,3,0,7,4,2,7,4,3,5
3987,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,430,7,3,4,54,3,2,1,5683,17456,0,14,3,1,2,6,3,3,6,5,2,5
3988,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,36,0,1326,3,3,4,81,1,2,1,6627,15891,3,18,3,4,0,16,3,3,15,11,5,14
3989,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,32,0,1358,16,1,4,96,3,2,3,7010,2939,8,15,3,3,2,5,3,2,4,3,4,4
3990,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,44,0,748,9,2,1,74,3,1,4,4690,16458,1,13,3,3,0,13,4,3,14,11,7,10
3991,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46,0,383,1,5,1,79,3,2,3,5981,9282,7,12,3,3,1,12,5,2,3,2,2,2
3992,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,32,0,990,7,3,3,64,3,1,3,1627,7152,1,13,3,2,2,2,3,2,3,2,2,2
3993,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,59,0,405,1,2,2,93,4,2,3,7534,2721,0,24,4,1,1,14,3,2,14,11,4,10
3994,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,1490,7,4,3,35,3,3,2,13601,20948,3,14,3,2,2,30,4,3,10,9,2,9
3995,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36,0,829,15,3,2,71,3,4,1,22102,11929,7,14,3,4,2,17,4,2,16,10,8,11
3996,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,30,1,1496,1,3,1,92,3,1,2,3680,15747,3,10,3,3,1,6,4,4,5,4,3,4
3997,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,31,1,115,13,3,1,51,2,2,1,7748,17485,5,12,3,0,0,8,5,1,7,5,2,2
3998,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,36,1,790,24,4,1,40,1,2,1,5973,7815,0,11,4,2,0,17,3,4,17,11,12,12
3999,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,37,0,660,7,1,4,76,3,1,3,3070,16192,1,13,3,1,1,2,4,3,3,2,2,2
4000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,26,1,381,9,3,2,89,2,1,0,3697,16998,2,5,3,1,0,5,3,2,2,2,2,2
4001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,0,830,13,2,4,78,3,1,2,2596,7103,1,13,3,3,1,2,3,3,3,2,2,2
4002,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,46,0,1193,2,1,2,86,3,3,3,14215,19719,5,18,3,2,0,17,3,2,4,4,4,4
4003,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,0,1246,19,3,3,77,2,2,3,11203,23757,1,14,3,3,2,11,4,3,12,9,2,6
4004,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32,0,330,1,3,3,46,3,1,3,3021,15428,0,21,4,1,1,7,4,4,7,5,3,5
4005,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,57,0,1229,4,4,4,30,3,2,3,5430,16143,0,16,3,2,0,5,3,3,5,4,3,4
4006,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35,0,1099,4,4,1,82,2,1,2,4729,8192,8,11,3,4,0,9,6,3,7,6,2,4
4007,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,49,0,571,14,3,3,78,3,2,3,6284,24200,3,17,3,3,1,12,5,2,7,6,3,4
4008,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30,1,289,2,2,3,38,1,1,0,2928,5355,7,3,3,2,0,9,3,2,2,2,2,2
4009,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0,1423,1,3,1,72,2,1,3,2031,12530,1,14,3,4,1,2,3,1,3,2,2,2
4010,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30,0,467,7,3,3,55,3,2,1,6366,11827,0,14,3,4,0,6,6,3,6,4,3,5
4011,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51,0,271,3,2,3,43,2,2,1,7483,23070,4,25,4,1,1,11,4,3,5,4,3,4
4012,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,0,410,2,1,4,97,3,1,2,4060,4668,0,13,3,3,3,5,4,3,5,4,2,4
4013,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,30,0,1083,29,1,3,96,1,2,2,8511,3173,1,14,3,2,2,9,3,2,10,8,3,9
4014,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,35,0,516,8,5,4,69,3,2,3,8745,22049,2,17,3,1,0,15,7,3,2,2,2,2
4015,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,34,0,495,10,3,3,64,3,3,4,17569,21072,2,25,4,2,0,11,6,4,7,4,2,2
4016,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,0,1050,11,4,2,87,3,4,4,23086,24456,3,20,4,1,1,27,3,3,16,11,3,14
4017,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,31,1,224,1,4,1,100,1,1,0,2883,7568,6,8,3,2,0,12,3,1,11,9,2,9
4018,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,0,136,28,3,4,32,3,4,1,20850,22074,3,13,3,3,1,25,2,4,22,8,16,19
4019,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41,0,1089,6,3,2,32,3,3,2,11663,9150,4,18,3,4,0,10,4,3,4,2,4,4
4020,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,48,0,228,3,3,3,51,3,4,2,20831,11380,8,12,3,4,1,24,3,4,15,14,7,3
4021,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,1029,16,3,4,91,2,3,2,12187,21195,1,19,3,4,0,12,4,1,13,10,5,5
4022,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,25,0,507,20,1,1,97,3,2,3,2953,24812,0,14,3,2,0,6,3,3,6,5,3,4
4023,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,42,1,676,9,4,4,86,2,1,0,2485,21831,3,8,3,1,0,16,4,1,7,6,3,2
4024,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,36,0,971,1,3,4,64,2,3,3,9206,12288,1,14,3,4,0,11,4,3,12,11,10,8
4025,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,1,561,3,3,4,33,2,1,2,4848,4156,1,6,3,0,0,8,3,1,9,4,9,9
4026,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,52,0,333,22,5,3,88,1,4,4,18401,24450,1,13,3,4,0,33,3,3,34,8,15,11
4027,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,36,0,1440,7,2,2,55,3,1,3,3606,4944,0,25,4,2,1,13,5,3,13,12,7,9
4028,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,44,0,1210,2,3,3,68,2,1,2,6292,24052,4,14,3,2,1,5,4,3,3,2,2,2
4029,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,39,0,674,13,3,1,47,3,2,4,5865,3031,1,17,3,1,0,11,3,3,12,10,5,9
4030,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,441,8,1,3,39,1,2,1,12405,7288,3,13,3,3,1,10,4,3,9,9,2,9
4031,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,35,0,575,25,3,4,44,2,2,2,5517,24152,1,13,3,4,0,6,3,3,7,5,2,4
4032,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,47,0,950,28,3,4,97,3,1,4,3070,4585,4,20,4,4,1,9,4,3,7,6,2,5
4033,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,44,0,288,2,3,4,40,3,3,4,13157,18611,2,14,3,3,1,25,4,1,22,10,15,11
4034,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,42,0,1342,9,2,1,47,3,2,1,6866,19345,0,12,3,4,0,10,6,4,10,6,9,3
4035,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,35,0,589,28,4,2,79,3,2,3,6532,22949,1,12,3,2,1,16,4,3,17,16,7,9
4036,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,42,0,898,6,2,3,38,3,4,4,24066,17381,1,21,4,4,0,22,3,3,23,9,9,9
4037,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,26,0,350,21,2,3,57,2,1,1,2983,10036,0,14,3,2,3,3,4,3,3,3,2,2
4038,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42,0,1142,8,2,4,72,3,2,4,5665,8841,3,18,3,3,0,9,3,3,4,4,4,4
4039,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,538,1,4,1,66,3,3,2,9334,20933,1,12,3,1,3,11,5,3,12,10,9,9
4040,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,0,1402,28,4,2,98,2,1,3,3676,26204,0,23,4,1,2,7,6,3,7,5,6,4
4041,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34,0,824,5,2,4,67,2,2,2,7373,15624,3,12,3,1,1,13,3,3,9,3,4,7
4042,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,38,0,1157,2,4,3,70,3,1,4,3871,17001,3,21,4,4,0,8,4,2,5,4,3,4
4043,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,492,16,4,3,96,3,2,3,8368,13693,8,14,3,3,1,19,3,3,10,9,9,9
4044,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,31,0,598,9,3,3,91,4,1,3,3413,22376,6,18,3,1,2,6,3,2,3,2,2,2
4045,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,1242,8,4,1,46,3,2,1,8162,10589,2,13,3,4,1,9,7,1,4,4,4,4
4046,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,32,1,740,1,3,2,64,2,2,0,11106,5323,1,3,3,3,1,11,5,3,12,10,8,9
4047,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,40,0,888,10,4,3,71,3,2,3,7487,14814,3,11,3,3,0,11,3,3,8,5,3,4
4048,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,37,0,992,1,3,4,68,2,1,1,3470,21731,1,19,3,2,0,4,4,3,5,2,3,4
4049,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,32,0,1288,29,4,3,33,3,3,2,11603,17799,3,12,3,2,1,10,4,3,6,4,3,5
4050,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,1,104,2,3,1,69,3,1,0,2393,26619,1,3,3,3,1,2,3,3,3,2,2,2
4051,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,55,1,607,2,5,3,78,2,3,3,12858,14618,0,9,3,1,1,35,5,3,35,9,3,11
4052,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,40,1,903,2,3,3,81,3,2,1,5712,7653,4,6,3,0,2,8,3,3,7,4,3,6
4053,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,34,0,1200,1,4,4,62,3,2,1,5311,25174,4,14,3,2,1,10,4,2,8,7,3,4
4054,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,50,0,1108,15,4,3,65,3,1,1,2969,16530,8,12,3,4,1,11,4,2,10,4,9,8
4055,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36,0,479,7,4,1,35,3,1,4,3795,22061,1,13,3,3,0,2,5,1,3,2,2,2
4056,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,57,0,685,26,5,3,60,2,5,4,28676,23037,1,21,4,3,1,37,4,3,38,8,4,15
4057,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36,0,1351,1,4,2,45,3,2,4,7507,13008,9,17,3,2,1,10,4,2,4,4,4,3
4058,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28,0,474,3,3,1,89,3,1,4,3018,11133,1,21,4,1,0,2,6,3,3,2,2,2
4059,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,0,1245,14,3,3,80,3,2,2,12228,12355,0,11,3,4,1,11,4,3,11,10,9,9
4060,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40,0,437,16,3,2,90,3,2,2,5266,16379,2,12,3,2,0,9,6,4,5,4,3,4
4061,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38,0,884,1,4,2,73,3,2,3,8702,21447,6,13,3,1,0,16,6,3,3,2,2,2
4062,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,31,0,1370,3,1,2,87,3,1,1,6576,16213,1,18,3,4,0,11,4,3,12,11,3,7
4063,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,670,10,4,1,51,3,2,3,8265,4223,3,16,3,3,0,11,5,3,7,4,2,6
4064,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,41,0,1462,6,3,4,38,4,3,3,10149,4658,2,11,3,1,1,12,4,3,9,8,9,8
4065,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,995,2,1,1,87,3,2,4,12537,24483,1,19,3,4,1,7,1,4,8,6,3,5
4066,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,52,0,264,9,3,3,59,3,5,3,26012,19519,4,16,3,3,1,28,3,3,3,2,2,2
4067,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,25,0,977,10,3,4,45,4,1,3,2790,12826,2,16,3,4,1,5,3,3,4,4,4,4
4068,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,38,0,1302,6,4,1,80,4,2,1,7102,19711,3,13,3,4,1,10,4,3,5,4,2,4
4069,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,44,0,1059,9,2,4,93,2,5,4,29192,26362,8,22,4,4,0,25,3,3,3,2,2,3
4070,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,37,0,750,28,3,2,46,4,2,3,4664,25348,1,17,3,4,2,11,4,2,12,11,8,10
4071,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,36,0,653,10,4,4,92,2,2,3,6580,15332,1,14,3,2,1,9,4,2,10,4,9,9
4072,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,42,0,118,14,2,4,84,3,2,1,6135,11262,1,15,3,3,1,6,3,3,7,6,3,4
4073,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45,0,990,27,3,4,87,4,1,2,6116,5855,5,12,3,3,1,9,1,3,8,6,2,4
4074,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,37,0,1349,7,2,3,63,2,1,4,3745,7713,1,18,3,4,1,2,6,2,3,2,2,3
4075,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,48,0,563,1,4,4,56,4,4,1,23232,3156,1,15,3,2,0,28,6,1,28,2,2,14
4076,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,30,1,329,24,3,3,51,3,1,1,3071,7324,1,9,3,2,3,2,4,3,3,3,2,2
4077,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,24,0,457,26,2,2,85,2,1,3,3657,10293,1,14,3,2,0,5,3,2,6,4,3,5
4078,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,52,0,1234,20,5,2,41,3,4,3,14872,20689,2,15,3,3,1,33,4,3,32,10,14,15
4079,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,34,0,634,5,4,2,35,4,1,4,4534,18783,3,17,3,4,2,7,4,3,5,4,2,4
4080,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46,0,1313,7,3,2,31,3,5,4,24756,3549,0,14,3,4,1,24,5,2,24,9,3,12
4081,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,32,0,241,7,3,2,48,2,1,2,2686,5348,1,12,3,2,1,7,4,2,8,6,3,3
4082,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,47,0,1015,5,5,3,50,1,2,1,7498,23447,1,14,3,1,0,11,4,3,12,9,3,6
4083,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,47,0,336,26,3,1,52,2,2,1,5799,24162,1,15,3,1,1,11,3,3,12,9,6,7
4084,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,33,0,715,2,4,4,54,3,2,1,6808,21602,7,13,3,4,0,11,4,3,7,4,2,5
4085,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,38,0,559,12,4,3,76,3,2,3,5850,12421,9,12,3,2,2,8,3,3,5,4,3,3
4086,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,0,426,10,4,3,42,4,2,4,6032,17000,1,13,3,1,1,10,4,3,11,9,9,4
4087,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51,0,722,25,4,3,84,3,1,1,4174,22102,1,14,3,4,1,11,4,2,11,8,3,6
4088,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,41,0,1387,10,5,2,76,3,2,1,6866,3835,2,13,3,4,3,11,4,3,9,9,9,9
4089,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,29,0,1302,19,3,4,67,2,1,1,5009,16290,1,11,3,1,2,8,4,3,9,9,2,9
4090,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,37,0,819,18,5,2,48,4,2,1,6417,26312,1,11,3,4,0,17,3,3,18,17,3,12
4091,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,580,27,3,2,39,1,2,1,7140,20460,0,21,4,2,1,7,6,2,7,5,2,2
4092,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23,0,546,5,1,3,97,3,1,4,4340,26009,1,18,3,3,0,4,3,3,4,4,4,4
4093,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,1,544,3,2,2,70,2,1,3,1880,18420,1,7,3,1,0,1,3,4,2,2,2,2
4094,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,0,1176,26,4,4,98,3,5,3,24220,5220,3,11,3,3,1,28,3,3,7,4,3,2
4095,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41,0,170,3,2,3,76,2,2,3,4058,10302,0,15,3,4,1,12,4,3,12,10,2,9
4096,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42,0,884,15,3,1,80,2,3,3,13325,25800,1,13,3,4,2,19,3,3,20,17,16,14
4097,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,208,8,4,3,52,3,2,3,5204,12250,1,12,3,4,1,16,6,3,16,13,4,11
4098,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,39,0,671,19,3,3,85,3,2,3,7896,26493,3,17,3,1,3,10,3,2,6,5,2,4
4099,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41,0,711,4,3,1,81,3,2,3,6438,3140,0,13,3,4,0,11,3,1,11,4,5,10
4100,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,1329,2,2,4,59,2,2,4,8171,5388,1,19,3,1,2,11,4,3,12,9,5,11
4101,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,40,0,397,2,2,4,54,2,3,3,10984,14199,3,19,3,4,1,11,7,4,7,6,2,4
4102,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,37,1,737,10,3,4,55,2,3,0,13264,21530,9,10,3,2,0,16,4,3,15,14,8,2
4103,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39,0,1470,10,3,2,71,3,1,2,4850,9953,1,11,3,1,1,9,3,1,10,6,9,9
4104,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,42,0,448,16,3,3,84,3,3,4,10508,19948,6,15,3,4,0,19,3,2,6,4,5,5
4105,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,46,0,602,1,5,1,37,3,2,4,7076,10503,4,11,3,3,0,15,4,3,12,9,2,4
4106,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50,0,365,4,5,3,89,2,4,4,23754,5602,2,25,4,2,1,24,4,3,4,4,4,4
4107,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,37,1,763,15,2,1,59,1,2,3,6760,22098,6,9,3,3,2,8,3,2,4,4,4,4
4108,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,26,0,567,2,1,1,32,3,1,4,4801,17218,1,13,3,3,0,7,3,3,8,5,3,5
4109,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,0,486,8,3,2,86,4,1,3,4815,22490,7,17,3,1,0,6,1,3,5,4,2,4
4110,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,0,591,2,3,4,87,3,1,4,3294,6297,2,13,3,3,0,7,1,2,6,4,3,4
4111,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,42,1,1329,7,3,1,73,2,1,0,2691,3339,3,9,3,1,0,11,4,1,6,4,2,5
4112,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,31,0,469,10,3,3,42,2,2,3,7232,23413,9,11,3,3,0,9,3,3,7,4,3,6
4113,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,711,5,4,2,42,3,3,1,10045,22792,4,12,3,3,2,10,7,3,5,4,2,4
4114,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,0,772,2,1,4,77,4,2,3,7126,4973,1,17,3,3,2,8,7,3,9,9,2,9
4115,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,41,0,492,12,3,4,66,3,2,2,7752,7693,4,21,4,3,0,8,4,3,7,6,3,2
4116,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,51,0,301,22,4,1,72,3,4,2,22085,3498,3,16,3,2,2,28,3,3,6,4,3,4
4117,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,813,17,5,4,50,2,3,1,17548,21981,5,15,3,3,3,20,4,3,16,13,3,13
4118,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,0,1141,2,3,3,31,3,1,3,3941,13251,1,19,3,1,0,3,4,3,4,4,4,4
