Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Frequently,1144,Research & Development,1,4,Life Sciences,1,710,2,Male,51,3,1,Research Scientist,2,Divorced,8220,7246,1,Y,No,20,3,1,80,1,12,5,3,12,9,3,10
50,No,Travel_Rarely,379,Sales,2,1,Marketing,1,712,2,Male,59,2,2,Sales Executive,4,Married,13620,9947,3,Y,No,14,3,3,80,0,14,3,3,4,4,3,4
29,No,Travel_Frequently,1157,Sales,3,1,Medical,1,714,4,Female,40,3,2,Sales Executive,1,Divorced,10147,24118,1,Y,Yes,22,3,4,80,2,8,3,2,8,7,1,6
39,No,Travel_Rarely,160,Research & Development,10,2,Life Sciences,1,715,4,Male,37,3,1,Research Scientist,4,Single,10180,3010,3,Y,No,19,3,4,80,0,6,2,3,3,2,1,2
52,No,Travel_Rarely,1353,Research & Development,28,1,Medical,1,716,4,Male,61,3,1,Laboratory Technician,2,Married,8721,16321,1,Y,Yes,13,3,3,80,3,22,3,3,22,10,4,10
36,No,Travel_Rarely,1240,Research & Development,9,3,Medical,1,717,4,Female,33,3,1,Healthcare Representative,3,Single,14121,10225,1,Y,Yes,16,3,4,80,0,11,3,3,10,9,8,9
26,Yes,Travel_Rarely,1063,Sales,3,2,Life Sciences,1,720,1,Female,88,3,2,Sales Executive,4,Single,10077,12430,9,Y,Yes,16,3,4,80,0,6,3,4,4,4,3,2
41,No,Travel_Rarely,128,Research & Development,2,4,Technical Degree,1,721,4,Female,100,3,2,Healthcare Representative,1,Single,10053,23402,1,Y,Yes,13,4,4,80,0,22,4,3,22,9,12,12
34,No,Travel_Rarely,970,Sales,10,3,Marketing,1,722,4,Male,73,3,2,Sales Executive,3,Single,10896,20308,1,Y,No,14,3,4,80,0,12,2,3,12,9,1,10
52,Yes,Travel_Frequently,534,Sales,8,2,Technical Degree,1,723,2,Male,42,3,2,Sales Executive,4,Married,12296,16632,3,Y,Yes,16,4,1,80,1,20,4,3,6,5,2,5
40,No,Travel_Rarely,1116,Research & Development,1,4,Life Sciences,1,724,2,Female,87,3,2,Healthcare Representative,4,Married,13125,21821,0,Y,No,15,3,3,80,0,12,4,2,11,9,2,10
29,No,Travel_Rarely,833,Research & Development,1,2,Life Sciences,1,725,3,Female,52,3,3,Manufacturing Director,4,Married,12412,16117,1,Y,No,13,3,2,80,0,11,3,4,11,9,1,9
34,No,Travel_Rarely,1211,Research & Development,3,2,Life Sciences,1,727,3,Female,62,2,3,Research Director,3,Single,16159,22794,3,Y,No,17,3,3,80,0,12,6,3,9,9,8,9
49,No,Travel_Rarely,885,Sales,14,4,Marketing,1,728,4,Male,50,3,2,Sales Executive,4,Single,10460,26820,2,Y,No,14,3,4,80,0,22,2,3,9,9,2,9
42,No,Travel_Frequently,541,Sales,5,4,Life Sciences,1,729,4,Male,51,1,3,Sales Executive,1,Married,15475,17519,5,Y,Yes,23,3,3,80,1,22,2,3,20,15,2,14
55,No,Travel_Rarely,1261,Research & Development,7,3,Life Sciences,1,730,3,Male,74,1,2,Research Director,1,Married,20314,18869,3,Y,No,21,3,3,80,0,34,3,2,7,3,2,5
43,No,Travel_Rarely,177,Human Resources,10,4,Human Resources,1,731,2,Male,84,3,4,Manager,3,Divorced,24641,16044,3,Y,No,17,3,2,80,3,25,2,2,23,8,13,8
62,No,Travel_Rarely,167,Sales,16,4,Marketing,1,732,1,Male,65,3,2,Sales Executive,1,Single,10905,5044,8,Y,No,16,3,2,80,0,12,1,3,4,4,3,4
29,No,Travel_Frequently,1091,Research & Development,10,2,Life Sciences,1,733,4,Male,80,3,3,Manufacturing Director,4,Divorced,13793,9129,1,Y,No,23,3,4,80,2,11,4,3,11,9,2,9
43,No,Travel_Rarely,810,Human Resources,1,3,Human Resources,1,734,4,Male,65,2,4,Manager,4,Married,24689,20898,1,Y,No,14,3,2,80,1,24,3,3,24,9,3,12
52,No,Travel_Rarely,1396,Sales,8,4,Marketing,1,738,4,Male,62,3,1,Sales Representative,3,Married,9375,20156,7,Y,No,17,3,3,80,1,6,2,3,4,4,3,4
30,Yes,Travel_Rarely,1232,Research & Development,1,2,Life Sciences,1,741,1,Female,61,4,1,Research Scientist,3,Married,7716,20234,7,Y,Yes,15,3,4,80,0,12,4,3,9,9,4,9
38,No,Non-Travel,986,Research & Development,8,3,Life Sciences,1,742,1,Female,31,3,3,Research Director,2,Married,16713,15881,9,Y,No,16,3,1,80,1,12,2,3,10,9,1,7
40,No,Travel_Rarely,304,Research & Development,1,3,Life Sciences,1,743,3,Female,79,3,3,Manufacturing Director,3,Single,12861,6153,4,Y,Yes,16,3,4,80,0,12,4,2,3,2,1,2
46,No,Non-Travel,685,Research & Development,24,3,Medical,1,744,1,Male,79,3,1,Laboratory Technician,3,Single,9208,7505,2,Y,No,16,4,1,80,0,11,5,3,7,4,2,6
49,No,Travel_Frequently,1069,Sales,3,3,Medical,1,746,4,Female,44,3,4,Sales Executive,1,Divorced,19270,10268,9,Y,Yes,14,3,1,80,2,30,2,2,24,4,12,15
32,No,Travel_Rarely,1474,Sales,27,5,Marketing,1,747,3,Male,92,2,2,Sales Executive,2,Divorced,10804,12740,7,Y,No,25,3,1,80,1,12,2,3,10,9,8,9
31,No,Travel_Rarely,1141,Sales,10,3,Life Sciences,1,749,3,Male,73,3,1,Sales Representative,4,Single,8142,6054,1,Y,No,13,3,4,80,0,3,6,3,3,2,1,2
44,Yes,Travel_Frequently,829,Research & Development,19,3,Medical,1,752,3,Male,58,2,1,Research Scientist,4,Divorced,8259,13430,6,Y,Yes,14,3,1,80,0,9,2,3,4,4,3,4
45,No,Travel_Frequently,1231,Sales,15,3,Life Sciences,1,754,4,Male,40,1,2,Sales Executive,4,Married,12304,11439,3,Y,No,20,3,2,80,1,9,5,3,4,4,3,4
36,No,Travel_Rarely,721,Research & Development,8,2,Medical,1,757,2,Female,71,3,1,Healthcare Representative,3,Single,11642,26914,3,Y,No,13,3,4,80,0,12,2,2,7,3,5,5
25,No,Travel_Rarely,438,Research & Development,9,1,Medical,1,758,2,Male,78,3,1,Laboratory Technician,4,Married,8000,9964,1,Y,No,16,3,2,80,1,7,2,2,6,5,1,4
41,No,Travel_Rarely,1269,Human Resources,3,3,Human Resources,1,760,3,Female,94,3,2,Human Resources,1,Married,11889,11924,9,Y,No,17,3,1,80,1,14,3,3,10,5,4,8
58,No,Travel_Rarely,1476,Research & Development,9,3,Medical,1,762,3,Male,35,3,1,Healthcare Representative,3,Married,16603,20366,7,Y,No,13,4,1,80,0,32,1,3,12,9,2,3
42,No,Travel_Rarely,715,Research & Development,2,1,Medical,1,763,4,Female,39,3,1,Research Scientist,3,Single,7842,6319,0,Y,Yes,22,3,4,80,0,7,2,2,6,4,3,5
29,No,Travel_Rarely,140,Research & Development,7,3,Medical,1,764,4,Female,78,2,2,Healthcare Representative,4,Single,12311,3956,8,Y,No,21,4,3,80,0,11,2,3,9,8,1,9
31,No,Travel_Rarely,654,Sales,10,3,Marketing,1,766,4,Male,33,2,1,Sales Representative,1,Divorced,7797,23772,1,Y,No,16,3,4,80,2,4,2,3,4,4,3,4
55,No,Travel_Rarely,384,Research & Development,6,3,Life Sciences,1,769,4,Male,30,2,2,Laboratory Technician,4,Married,7950,22553,2,Y,No,19,4,4,80,0,21,4,4,4,4,3,4
37,No,Non-Travel,956,Research & Development,2,4,Life Sciences,1,771,4,Female,49,1,2,Healthcare Representative,1,Married,10593,4824,2,Y,No,13,4,4,80,1,18,2,4,3,2,1,2
34,No,Travel_Frequently,529,Research & Development,24,4,Life Sciences,1,772,1,Male,41,3,2,Laboratory Technician,1,Married,10809,9755,1,Y,No,17,3,3,80,2,12,2,3,12,10,5,9
40,No,Travel_Rarely,1356,Research & Development,2,5,Medical,1,773,4,Male,41,2,1,Research Scientist,1,Married,8557,23016,6,Y,Yes,15,3,1,80,1,8,0,3,3,2,1,3
36,No,Travel_Rarely,809,Research & Development,8,5,Life Sciences,1,775,2,Female,84,3,2,Manufacturing Director,4,Divorced,10621,24001,3,Y,No,16,3,3,80,1,9,3,3,2,2,1,2
54,No,Travel_Rarely,829,Sales,3,4,Marketing,1,776,3,Male,54,3,4,Manager,3,Married,22356,26278,1,Y,No,13,4,1,80,0,36,3,3,36,8,2,18
35,Yes,Travel_Rarely,635,Research & Development,1,4,Other,1,780,4,Male,78,1,1,Research Scientist,1,Single,8186,5228,1,Y,Yes,15,3,4,80,0,12,2,3,12,11,8,10
27,No,Travel_Rarely,1246,Sales,26,1,Medical,1,781,3,Female,49,3,2,Sales Executive,3,Single,11680,5118,1,Y,No,25,3,3,80,0,8,5,2,8,7,2,6
47,No,Travel_Rarely,202,Sales,2,2,Technical Degree,1,783,2,Male,30,3,2,Sales Representative,2,Single,12132,24525,0,Y,No,15,3,2,80,0,11,3,3,10,9,4,3
25,No,Travel_Rarely,204,Research & Development,10,1,Medical,1,784,1,Male,72,4,1,Research Scientist,3,Married,9005,2354,1,Y,No,20,3,4,80,0,4,3,2,4,4,1,4
49,Yes,Travel_Frequently,156,Sales,27,2,Life Sciences,1,785,2,Female,53,3,2,Sales Executive,3,Single,11897,11148,4,Y,Yes,14,4,4,80,0,10,2,3,7,6,2,5
36,No,Travel_Rarely,195,Sales,2,3,Other,1,786,4,Male,99,3,2,Sales Executive,2,Single,11774,10675,1,Y,No,24,3,1,80,0,8,5,3,8,7,2,6
57,Yes,Travel_Rarely,306,Research & Development,2,3,Medical,1,787,4,Male,57,2,4,Manager,4,Married,25359,26085,5,Y,Yes,15,4,4,80,1,26,2,3,7,4,2,6
38,No,Non-Travel,1373,Sales,8,4,Life Sciences,1,789,1,Male,41,2,3,Sales Executive,3,Single,12587,20715,1,Y,No,17,4,4,80,0,12,1,3,12,9,1,11
54,No,Non-Travel,1474,Research & Development,19,4,Medical,1,791,4,Male,74,3,1,Research Scientist,4,Married,9758,4344,0,Y,No,20,3,2,80,1,7,3,3,6,5,2,4
28,No,Travel_Frequently,443,Research & Development,1,2,Life Sciences,1,792,1,Female,78,3,1,Laboratory Technician,4,Divorced,9864,8302,3,Y,No,16,3,1,80,1,7,2,3,4,4,3,2
31,No,Travel_Rarely,1018,Research & Development,27,3,Medical,1,793,2,Female,44,2,2,Healthcare Representative,3,Married,9835,26707,4,Y,No,14,3,4,80,1,13,3,2,10,9,2,3
28,Yes,Travel_Rarely,829,Sales,8,3,Technical Degree,1,796,4,Male,83,4,2,Sales Executive,1,Single,10826,16928,6,Y,Yes,19,3,3,80,0,8,2,2,6,5,2,4
36,No,Travel_Rarely,791,Research & Development,1,4,Life Sciences,1,797,2,Female,48,3,1,Research Scientist,3,Single,8780,25594,2,Y,Yes,18,3,4,80,0,12,2,4,6,4,2,5
56,No,Travel_Rarely,1132,Research & Development,19,4,Medical,1,799,4,Female,80,1,2,Manufacturing Director,3,Divorced,10985,18092,9,Y,Yes,13,3,3,80,2,11,4,3,7,5,2,6
29,No,Travel_Frequently,548,Sales,8,1,Marketing,1,800,3,Male,95,3,2,Sales Executive,3,Married,9842,15589,0,Y,No,21,4,3,80,1,7,3,3,6,4,2,3
39,No,Travel_Rarely,827,Research & Development,10,1,Life Sciences,1,802,4,Female,96,2,1,Research Scientist,3,Married,8282,10732,0,Y,Yes,15,3,4,80,2,8,3,4,7,5,5,5
40,No,Travel_Frequently,1302,Research & Development,2,4,Life Sciences,1,803,1,Female,69,3,2,Manufacturing Director,4,Married,11480,9931,6,Y,Yes,14,3,4,80,0,19,2,3,17,9,5,14
36,No,Travel_Rarely,153,Research & Development,2,4,Medical,1,804,3,Female,51,3,1,Research Scientist,4,Single,9881,15232,1,Y,No,13,3,3,80,0,8,3,3,8,7,2,5
37,No,Travel_Rarely,142,Sales,8,4,Life Sciences,1,805,1,Female,99,3,1,Sales Representative,1,Married,8072,7181,1,Y,No,18,3,2,80,1,5,1,3,5,4,1,4
32,No,Travel_Rarely,621,Research & Development,1,3,Life Sciences,1,806,4,Male,37,3,1,Laboratory Technician,3,Married,9333,20652,3,Y,No,23,3,1,80,2,9,2,3,4,4,1,4
42,No,Travel_Frequently,691,Research & Development,2,2,Medical,1,807,3,Female,67,3,2,Healthcare Representative,4,Married,9744,19239,1,Y,No,26,4,3,80,1,10,2,3,10,9,4,9
36,No,Travel_Rarely,465,Sales,8,2,Life Sciences,1,808,3,Female,82,3,2,Sales Executive,4,Married,12000,19299,5,Y,No,19,3,4,80,1,8,1,3,5,4,2,4
44,No,Travel_Frequently,832,Research & Development,8,3,Life Sciences,1,809,2,Male,81,2,4,Manager,3,Divorced,23930,8306,1,Y,No,15,3,1,80,1,26,4,2,26,9,15,11
25,Yes,Travel_Rarely,821,Research & Development,6,3,Life Sciences,1,811,3,Male,77,3,1,Laboratory Technician,3,Married,7101,6219,1,Y,Yes,23,3,4,80,2,3,2,3,2,2,1,2
26,No,Non-Travel,593,Research & Development,9,3,Life Sciences,1,812,3,Male,52,3,1,Laboratory Technician,4,Divorced,8194,3193,1,Y,No,13,3,4,80,3,3,4,3,3,2,1,2
54,No,Travel_Rarely,661,Research & Development,11,4,Life Sciences,1,813,4,Female,67,3,2,Laboratory Technician,3,Married,8649,12090,8,Y,No,22,3,3,80,1,11,3,3,7,4,2,6
52,No,Travel_Rarely,1469,Research & Development,2,3,Medical,1,815,3,Male,84,3,4,Research Director,2,Married,23139,21632,5,Y,No,18,3,4,80,0,32,3,3,6,5,1,5
31,Yes,Travel_Rarely,575,Research & Development,1,2,Life Sciences,1,816,2,Female,72,1,1,Laboratory Technician,4,Married,7819,19920,1,Y,Yes,13,3,4,80,1,3,1,3,3,2,1,2
35,No,Travel_Rarely,1145,Research & Development,7,3,Medical,1,817,3,Male,97,3,3,Research Director,3,Married,16691,20989,0,Y,No,13,3,3,80,0,16,3,3,15,11,4,9
35,Yes,Travel_Rarely,452,Sales,16,3,Marketing,1,819,1,Female,43,3,2,Sales Executive,1,Single,10824,6984,5,Y,No,17,3,3,80,0,8,3,3,5,4,1,4
49,No,Travel_Rarely,1495,Research & Development,2,2,Other,1,820,3,Female,100,2,4,Manager,2,Married,22252,5242,1,Y,Yes,13,3,1,80,1,28,3,3,28,16,4,2
38,No,Travel_Rarely,881,Research & Development,1,3,Other,1,823,3,Female,34,2,3,Manufacturing Director,2,Married,10228,6319,0,Y,No,17,3,3,80,1,12,2,3,11,9,1,7
31,No,Travel_Rarely,464,Research & Development,23,2,Life Sciences,1,824,3,Male,46,3,1,Research Scientist,4,Married,8200,23785,1,Y,No,26,4,1,80,1,12,3,3,12,9,1,9
60,Yes,Travel_Rarely,1377,Research & Development,2,4,Life Sciences,1,825,4,Male,100,3,5,Research Director,3,Single,28246,19170,7,Y,Yes,17,3,3,80,0,42,2,3,33,17,14,10
37,No,Travel_Rarely,482,Research & Development,1,4,Life Sciences,1,826,4,Female,86,2,1,Research Scientist,3,Single,8006,26314,3,Y,No,15,3,1,80,0,9,0,2,4,4,3,4
44,No,Travel_Rarely,625,Research & Development,1,2,Life Sciences,1,827,4,Female,62,2,3,Manufacturing Director,2,Married,11062,26551,9,Y,Yes,15,3,3,80,1,10,4,3,6,5,1,4
30,Yes,Travel_Rarely,699,Research & Development,2,4,Medical,1,828,3,Male,40,3,1,Research Scientist,1,Married,9882,23866,6,Y,No,19,3,4,80,0,7,3,4,4,4,3,3
38,No,Travel_Rarely,1009,Human Resources,13,3,Human Resources,1,829,3,Male,72,2,2,Human Resources,3,Married,7643,22102,4,Y,No,15,3,2,80,1,10,2,3,7,4,1,6
34,No,Travel_Rarely,1499,Research & Development,4,3,Life Sciences,1,830,3,Female,64,3,3,Manufacturing Director,3,Married,11162,4821,1,Y,No,14,4,4,80,1,16,3,3,16,15,7,10
42,No,Travel_Frequently,1431,Research & Development,16,4,Medical,1,832,1,Male,32,2,2,Laboratory Technician,3,Single,10594,15146,6,Y,No,16,3,4,80,0,12,6,3,3,2,1,2
32,No,Travel_Rarely,448,Research & Development,2,3,Medical,1,833,3,Female,99,2,3,Manufacturing Director,1,Single,11877,6698,5,Y,Yes,26,3,2,80,0,14,4,3,2,2,1,2
47,No,Travel_Rarely,343,Research & Development,2,3,Life Sciences,1,834,2,Female,31,2,1,Research Scientist,1,Married,7774,21509,1,Y,No,16,4,1,80,0,3,3,1,3,2,1,2
44,No,Travel_Rarely,828,Research & Development,29,3,Life Sciences,1,836,2,Male,76,3,2,Manufacturing Director,4,Married,9934,26894,1,Y,No,15,3,3,80,1,12,3,3,11,10,8,10
40,No,Travel_Frequently,228,Research & Development,12,3,Life Sciences,1,837,1,Male,33,3,1,Healthcare Representative,2,Divorced,11788,18398,2,Y,No,17,3,4,80,1,15,3,2,6,5,2,4
36,No,Travel_Frequently,588,Research & Development,16,4,Life Sciences,1,838,3,Female,64,2,1,Research Scientist,2,Single,8053,2539,1,Y,No,18,4,3,80,0,8,3,2,7,4,2,5
51,Yes,Travel_Rarely,142,Sales,11,3,Marketing,1,840,3,Female,35,2,3,Sales Executive,1,Married,12654,6462,1,Y,No,20,4,2,80,2,11,3,3,11,10,8,9
57,Yes,Travel_Rarely,655,Sales,2,1,Medical,1,842,3,Male,43,2,2,Sales Executive,2,Single,10660,18089,4,Y,No,18,4,4,80,0,14,3,2,11,9,8,5
45,No,Travel_Rarely,1084,Research & Development,14,2,Life Sciences,1,843,2,Male,66,1,4,Research Director,1,Married,22659,22887,6,Y,No,26,3,4,80,1,24,3,3,6,3,3,2
29,No,Travel_Rarely,887,Research & Development,5,1,Technical Degree,1,844,3,Male,75,2,2,Research Director,4,Divorced,18308,16090,1,Y,Yes,18,4,3,80,1,11,3,2,11,10,2,10
37,No,Travel_Rarely,1171,Research & Development,7,3,Other,1,845,3,Male,87,2,3,Manufacturing Director,4,Single,15221,2302,3,Y,No,23,3,3,80,0,19,3,2,10,7,3,8
30,No,Travel_Rarely,619,Sales,2,4,Marketing,1,846,2,Female,33,3,2,Sales Executive,2,Married,10279,25422,1,Y,Yes,22,3,4,80,0,10,2,3,10,9,9,7
36,No,Travel_Rarely,1344,Human Resources,3,2,Human Resources,1,847,3,Male,48,3,4,Human Resources,4,Married,9237,7508,0,Y,No,21,3,2,80,1,6,1,2,5,4,2,4
28,Yes,Travel_Frequently,725,Research & Development,5,2,Medical,1,848,3,Female,51,3,1,Research Scientist,4,Married,7866,15850,1,Y,Yes,16,3,3,80,1,10,2,3,10,9,3,9
29,No,Non-Travel,444,Research & Development,3,3,Medical,1,850,4,Male,51,2,1,Research Scientist,4,Married,7206,19368,1,Y,No,13,3,3,80,3,2,6,1,2,2,2,2
53,No,Travel_Rarely,1112,Sales,26,4,Marketing,1,851,1,Female,52,3,4,Manager,2,Married,21807,13436,2,Y,No,16,3,2,80,1,31,2,3,22,8,6,19
46,No,Travel_Rarely,538,Research & Development,4,3,Medical,1,852,4,Male,99,3,2,Healthcare Representative,4,Married,11433,5456,9,Y,No,14,3,4,80,0,12,2,3,7,4,4,5
27,No,Travel_Rarely,465,Research & Development,2,1,Medical,1,854,1,Male,43,2,1,Research Scientist,4,Single,8924,10558,7,Y,No,15,4,3,80,0,8,3,3,6,5,2,3
35,No,Travel_Rarely,381,Sales,1,3,Medical,1,855,1,Male,90,3,2,Sales Executive,3,Divorced,9537,10310,1,Y,No,24,3,2,80,1,11,5,3,11,10,2,10
37,No,Travel_Rarely,258,Research & Development,27,1,Medical,1,856,3,Female,64,3,1,Research Scientist,3,Single,8059,22578,1,Y,No,13,3,3,80,0,8,3,3,8,7,3,3
38,No,Travel_Rarely,546,Sales,1,2,Life Sciences,1,857,2,Male,71,4,2,Sales Executive,1,Married,11701,2755,1,Y,Yes,16,4,3,80,1,20,1,3,20,16,6,13
34,No,Travel_Rarely,1082,Sales,13,4,Life Sciences,1,859,2,Male,81,3,2,Sales Executive,4,Divorced,9903,24440,2,Y,No,13,4,4,80,1,10,3,2,7,4,2,5
32,No,Travel_Frequently,688,Research & Development,5,4,Life Sciences,1,861,2,Male,62,3,1,Research Scientist,2,Married,9261,16439,9,Y,No,14,3,2,80,1,12,3,3,7,6,2,5
55,No,Travel_Rarely,1252,Sales,7,2,Marketing,1,862,1,Female,98,3,3,Sales Executive,2,Married,15934,17736,7,Y,Yes,20,3,4,80,1,37,3,2,7,4,2,6
47,No,Travel_Rarely,756,Sales,9,3,Marketing,1,864,4,Male,30,3,3,Sales Executive,4,Divorced,15761,12930,4,Y,Yes,14,3,3,80,1,20,2,3,7,6,2,4
34,No,Travel_Rarely,896,Research & Development,8,2,Medical,1,865,3,Female,39,3,2,Research Scientist,4,Divorced,10675,25796,5,Y,No,14,3,3,80,1,11,3,3,7,5,3,5
54,No,Travel_Frequently,1169,Research & Development,25,4,Medical,1,867,3,Female,75,3,3,Manufacturing Director,3,Married,18826,9687,3,Y,No,24,3,3,80,0,33,3,4,11,10,2,2
39,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,868,4,Male,52,2,2,Sales Executive,4,Divorced,11834,20462,4,Y,No,21,3,1,80,2,11,2,2,3,2,2,2
30,No,Travel_Rarely,622,Human Resources,8,2,Medical,1,869,2,Male,71,4,1,Human Resources,1,Divorced,10436,22310,1,Y,No,15,3,2,80,1,8,6,3,7,3,2,6
24,No,Travel_Rarely,464,Research & Development,1,2,Life Sciences,1,872,4,Male,83,3,2,Manufacturing Director,1,Married,10275,15678,6,Y,No,24,3,4,80,2,6,2,2,4,4,4,4
46,No,Travel_Rarely,878,Research & Development,8,4,Life Sciences,1,874,1,Male,72,3,1,Laboratory Technician,2,Married,8318,9250,2,Y,Yes,26,3,3,80,1,12,2,2,5,4,2,4
44,No,Travel_Frequently,1312,Research & Development,2,1,Medical,1,875,2,Male,92,3,1,Research Scientist,2,Single,8015,16292,5,Y,Yes,16,3,3,80,0,10,2,3,4,3,4,4
38,No,Travel_Rarely,313,Human Resources,8,3,Life Sciences,1,878,1,Male,81,3,2,Human Resources,1,Married,7842,11354,0,Y,No,23,3,3,80,0,8,3,3,7,6,2,5
27,No,Travel_Rarely,805,Sales,3,1,Other,1,879,3,Male,92,2,2,Sales Executive,4,Married,9694,4156,1,Y,Yes,20,3,3,80,0,7,3,3,7,5,2,5
37,No,Travel_Rarely,1222,Research & Development,9,3,Life Sciences,1,880,4,Female,57,3,3,Manufacturing Director,3,Married,15685,7143,1,Y,Yes,22,3,3,80,1,19,2,3,19,16,7,17
37,Yes,Travel_Frequently,508,Research & Development,25,4,Life Sciences,1,881,4,Female,57,3,1,Research Scientist,4,Divorced,7522,24447,1,Y,Yes,21,3,1,80,1,12,3,2,12,4,9,10
34,No,Non-Travel,362,Research & Development,1,3,Life Sciences,1,882,4,Male,92,4,1,Laboratory Technician,4,Divorced,7814,4652,0,Y,No,14,3,1,80,1,6,2,3,5,2,2,4
27,No,Travel_Rarely,1305,Sales,4,1,Marketing,1,885,3,Male,96,2,2,Sales Executive,4,Married,9756,8635,1,Y,No,14,3,4,80,0,7,1,3,7,4,2,5
51,No,Travel_Rarely,1459,Research & Development,1,3,Technical Degree,1,887,3,Female,48,3,1,Research Scientist,2,Married,9080,5543,2,Y,No,18,3,2,80,1,9,2,4,6,4,2,4
26,No,Non-Travel,1398,Research & Development,4,1,Life Sciences,1,888,1,Male,79,3,1,Laboratory Technician,4,Married,8662,22650,0,Y,No,19,4,4,80,0,8,2,3,7,4,5,6
34,No,Travel_Frequently,1220,Sales,5,2,Life Sciences,1,889,2,Male,88,2,2,Sales Executive,3,Married,12024,24252,1,Y,No,16,3,3,80,1,12,3,3,12,10,7,5
40,No,Travel_Rarely,591,Sales,9,3,Marketing,1,893,2,Male,39,3,1,Sales Representative,1,Married,8399,20938,0,Y,No,21,3,3,80,1,5,3,3,4,4,3,4
44,No,Travel_Rarely,1479,Research & Development,3,3,Life Sciences,1,894,3,Female,72,2,2,Laboratory Technician,3,Divorced,10731,22673,2,Y,Yes,15,4,1,80,1,19,1,3,7,5,3,5
33,No,Travel_Rarely,1271,Research & Development,11,4,Life Sciences,1,895,4,Male,60,3,1,Research Scientist,3,Married,7856,21728,3,Y,Yes,21,3,4,80,1,10,2,2,8,6,2,4
31,Yes,Travel_Rarely,604,Sales,1,3,Medical,1,896,2,Female,78,2,1,Sales Representative,1,Divorced,8300,3809,6,Y,Yes,21,3,4,80,3,7,3,1,5,4,2,4
55,No,Travel_Rarely,1398,Sales,8,3,Marketing,1,897,1,Male,96,3,4,Sales Executive,1,Married,17336,5335,5,Y,No,16,4,2,80,1,30,3,3,4,2,4,4
37,No,Travel_Rarely,334,Research & Development,25,3,Technical Degree,1,899,4,Male,98,3,3,Manufacturing Director,4,Married,15903,15970,3,Y,No,18,3,2,80,0,18,2,3,15,12,6,10
39,No,Travel_Frequently,313,Sales,21,2,Medical,1,900,3,Female,65,3,1,Sales Representative,4,Married,8473,24835,5,Y,No,17,3,3,80,1,12,3,3,7,6,2,2
55,No,Travel_Rarely,504,Research & Development,23,4,Life Sciences,1,901,4,Female,70,3,4,Research Director,4,Single,19775,15000,6,Y,No,20,4,4,80,0,35,0,2,14,11,5,10
45,No,Travel_Frequently,549,Research & Development,1,3,Life Sciences,1,902,4,Female,85,3,2,Healthcare Representative,4,Married,11062,24737,4,Y,No,15,4,1,80,1,14,2,2,7,4,4,4
49,No,Travel_Rarely,132,Sales,2,2,Marketing,1,903,3,Female,100,3,2,Sales Executive,3,Married,10037,11677,0,Y,Yes,24,4,2,80,1,10,2,2,9,8,9,9
39,No,Non-Travel,527,Sales,19,2,Medical,1,904,1,Male,77,3,3,Sales Executive,4,Single,12642,17810,1,Y,Yes,15,3,3,80,0,12,2,4,12,2,2,11
52,No,Non-Travel,1325,Research & Development,2,4,Life Sciences,1,905,1,Male,92,3,4,Manager,1,Married,23424,25275,1,Y,No,13,3,4,80,1,33,3,3,33,8,16,9
41,No,Travel_Rarely,1362,Human Resources,2,3,Life Sciences,1,909,4,Female,30,3,2,Human Resources,1,Married,10704,19124,8,Y,No,13,3,3,80,2,15,2,2,7,6,2,6
35,No,Travel_Rarely,1157,Human Resources,3,2,Human Resources,1,910,4,Male,49,3,2,Human Resources,4,Divorced,7777,3425,3,Y,Yes,13,3,4,80,1,9,4,2,6,5,2,5
34,Yes,Travel_Rarely,895,Research & Development,25,4,Life Sciences,1,911,1,Male,73,3,1,Laboratory Technician,2,Married,8295,4544,1,Y,Yes,26,3,4,80,0,3,2,3,3,2,2,3
31,No,Travel_Rarely,692,Research & Development,7,1,Medical,1,912,1,Female,34,4,1,Laboratory Technician,4,Divorced,8032,9260,6,Y,No,16,3,4,80,3,10,5,3,6,5,2,5
46,No,Travel_Rarely,1448,Research & Development,9,2,Life Sciences,1,913,2,Male,36,2,1,Research Scientist,3,Married,8059,5013,1,Y,Yes,15,3,2,80,0,10,0,3,10,9,9,3
30,No,Travel_Rarely,1236,Sales,5,4,Medical,1,916,1,Male,75,3,2,Sales Executive,4,Single,10408,8232,1,Y,No,16,3,4,80,0,6,3,3,6,4,2,4
60,Yes,Travel_Frequently,471,Research & Development,2,1,Life Sciences,1,918,4,Male,81,3,1,Laboratory Technician,4,Divorced,7880,24406,9,Y,Yes,16,4,1,80,1,5,3,3,3,2,2,2
45,No,Travel_Rarely,121,Research & Development,8,3,Life Sciences,1,920,1,Female,59,2,2,Manufacturing Director,2,Divorced,10265,8861,4,Y,No,23,4,4,80,1,6,2,3,3,2,2,2
